City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mahajanga,-15.7167,46.3167,32.01,37,20,3.09,MG,1689515717
363,mthatha,-31.5889,28.7844,24.31,20,0,2.87,ZA,1689515651
364,tarauaca,-8.1614,-70.7656,28.34,62,52,1.02,BR,1689515718
365,kolonia town,6.964,158.206,27.05,85,100,6.58,FM,1689515718
366,kidal,18.4411,1.4078,38.19,25,9,2.62,ML,1689515718
367,broome,42.2506,-75.833,24.56,83,100,3.09,US,1689515719
368,kayenta,36.7278,-110.2546,28.12,11,0,1.3,US,1689515719
369,bubaque,11.2833,-15.8333,27.57,76,52,6.43,GW,1689515719
370,soanierana ivongo,-16.9167,49.5833,21.57,78,96,6.31,MG,1689515720
371,kamaishi,39.2667,141.8833,23.28,88,77,3.27,JP,1689515720
372,north platte,41.1239,-100.7654,19.51,84,20,3.09,US,1689515720
373,san cristobal de las casas,16.75,-92.6333,13.17,82,99,1.18,MX,1689515721
374,mgandu,-5.95,34.1333,26.4,22,0,3.39,TZ,1689515721
375,labrador city,52.9463,-66.9114,16.95,82,40,2.57,CA,1689515721
376,coxim,-18.5067,-54.76,27.61,32,9,2.2,BR,1689515721
377,saint-felicien,48.6501,-72.4491,20.38,94,100,1.54,CA,1689515722
378,tamanrasset,22.785,5.5228,34.95,15,40,4.12,DZ,1689515722
379,nekrasovka,48.3525,135.2325,18.01,93,40,3.0,RU,1689515722
380,selfoss,63.9331,-20.9971,12.8,58,100,4.06,IS,1689515722
381,kasongo,-4.45,26.6667,36.58,17,9,2.21,CD,1689515723
382,turkmenbasy,40.0222,52.9552,28.43,39,0,10.8,TM,1689515723
383,pangkalanbuun,-2.6833,111.6167,23.4,93,7,1.48,ID,1689515723
384,butembo,0.15,29.2833,24.54,40,80,1.19,CD,1689515723
385,waunakee,43.1919,-89.4557,21.06,72,0,2.24,US,1689515724
386,banff,51.1762,-115.5698,15.27,87,5,1.54,CA,1689515724
387,callao,-12.0667,-77.15,21.16,68,100,1.54,PE,1689515724
388,robertsport,6.7533,-11.3686,26.74,76,99,4.5,LR,1689515724
389,santa maria del oro,25.9333,-105.3667,24.77,42,65,2.33,MX,1689515724
390,nadym,65.5333,72.5167,18.43,47,45,1.75,RU,1689515725
391,manggar,-2.8833,108.2667,27.24,80,24,6.32,ID,1689515725
392,ambon,-3.6954,128.1814,26.04,95,40,4.12,ID,1689515725
393,esikhaleni,-28.871,31.8996,24.42,41,0,1.55,ZA,1689515544
394,ravne na koroskem,46.5431,14.9692,34.23,48,56,2.73,SI,1689515726
395,vengerovo,55.6848,76.7471,18.69,83,85,6.27,RU,1689515726
396,sete,43.4018,3.6966,30.02,50,0,4.25,FR,1689515488
397,noumea,-22.2763,166.4572,17.99,69,4,5.04,NC,1689515726
398,soe,-9.8607,124.284,16.17,95,86,1.9,ID,1689515726
399,porbandar,21.6422,69.6093,28.72,80,23,6.47,IN,1689515568
400,kashima,33.1061,130.0906,28.22,84,0,1.56,JP,1689515727
401,ponta delgada,37.7333,-25.6667,23.4,60,20,4.63,PT,1689515727
402,vargem grande,-3.5431,-43.9158,32.7,43,2,2.41,BR,1689515727
403,girard,41.154,-80.7015,23.46,83,100,0.45,US,1689515727
404,corinto,37.9407,22.9573,34.38,32,0,5.97,GR,1689515728
405,porto velho,-8.7619,-63.9039,30.03,66,0,2.06,BR,1689515728
406,gereshk,31.8209,64.5701,39.33,5,0,4.32,AF,1689515728
407,dukhan,25.4297,50.7858,35.83,52,7,4.81,QA,1689515728
408,geraldton,-28.7667,114.6,7.23,81,0,1.54,AU,1689515709
409,bengkulu,-3.8004,102.2655,24.94,88,3,2.59,ID,1689515729
410,shinas,24.7433,56.4658,38.02,69,67,4.02,OM,1689515729
411,bayanhongor,46.7167,100.1167,14.87,59,100,1.99,MN,1689515729
412,kroya,-7.6331,109.2461,23.28,88,24,2.64,ID,1689515729
413,mana,5.6592,-53.7767,28.95,72,9,3.6,GF,1689515730
414,hilo,19.7297,-155.09,21.82,91,100,2.06,US,1689515541
415,sakakah,29.9697,40.2064,45.76,5,2,2.17,SA,1689515730
416,merizo village,13.2658,144.6691,27.85,94,63,7.07,GU,1689515730
417,talbahat,25.05,78.4333,27.92,80,75,3.42,IN,1689515731
418,safford,32.834,-109.7076,32.28,57,0,2.57,US,1689515731
419,san jose de las matas,19.3391,-70.9382,28.05,48,97,4.68,DO,1689515731
420,tabira,-7.5908,-37.5394,29.56,31,2,4.48,BR,1689515732
421,as sulayyil,20.4607,45.5779,46.14,5,24,5.39,SA,1689515732
422,nahrin,36.0649,69.1334,31.36,15,0,2.5,AF,1689515732
423,matthew town,20.95,-73.6667,29.75,71,0,7.48,BS,1689515733
424,sarh,9.1429,18.3923,32.95,52,40,2.57,TD,1689515733
425,canutama,-6.5339,-64.3831,30.91,52,39,1.38,BR,1689515733
426,ciudad lazaro cardenas,17.9583,-102.2,27.4,83,93,2.43,MX,1689515733
427,montepuez,-13.1256,38.9997,24.17,40,100,1.49,MZ,1689515734
428,dalhart,36.0595,-102.5133,20.82,94,0,4.12,US,1689515701
429,ozu,33.5,132.55,26.77,90,0,2.95,JP,1689515734
430,meadow lake,34.8014,-106.5436,24.72,63,0,0.42,US,1689515734
431,barra de santo antonio,-9.4047,-35.5072,28.6,80,48,4.49,BR,1689515735
432,katsuren-haebaru,26.3369,127.8719,28.43,86,20,6.17,JP,1689515735
433,prainha,-1.8,-53.48,30.1,59,18,2.67,BR,1689515735
434,kupino,54.3663,77.2981,18.1,78,22,3.73,RU,1689515735
435,tarawa,1.419,172.984,28.05,83,20,1.03,KI,1689515736
436,katsuura,35.1333,140.3,25.07,92,100,6.91,JP,1689515736
437,bartlesville,36.7473,-95.9808,26.17,87,0,0.45,US,1689515736
438,bouarfa,32.53,-1.95,36.2,4,0,6.86,MA,1689515737
439,paradip garh,20.3167,86.6167,28.43,81,85,6.02,IN,1689515737
440,kalayaan,14.35,121.5667,23.31,93,100,1.3,PH,1689515737
441,richards bay,-28.783,32.0377,24.36,40,0,1.64,ZA,1689515737
442,quatre cocos,-20.2078,57.7625,24.06,78,37,7.93,MU,1689515738
443,leh,34.1667,77.5833,17.79,60,97,2.84,IN,1689515738
444,sechura,-5.5569,-80.8222,23.6,71,69,5.49,PE,1689515738
445,tan-tan,28.438,-11.1032,23.97,68,75,10.8,MA,1689515738
446,tromso,69.6496,18.957,17.01,59,0,8.75,NO,1689515612
447,necochea,-38.5473,-58.7368,8.52,67,94,6.55,AR,1689515739
448,kuqa,41.7278,82.9364,31.8,22,51,13.71,CN,1689515739
449,sitka,57.0531,-135.33,13.94,94,75,1.54,US,1689515739
450,kousseri,12.0769,15.0306,34.98,41,20,2.06,CM,1689515739
451,mirny,62.5353,113.9611,9.79,64,93,1.66,RU,1689515740
452,as samawah,31.332,45.2944,46.57,5,0,3.51,IQ,1689515740
453,mugia,43.1041,-9.2179,21.06,64,13,4.33,ES,1689515740
454,hammerfest,70.6634,23.6821,16.25,72,0,6.69,NO,1689515740
455,iaciara,-14.0958,-46.6317,30.86,30,1,1.74,BR,1689515740
456,jiagedaqi,50.4167,124.1167,17.84,62,100,0.86,CN,1689515740
457,hadibu,12.65,54.0333,26.98,68,23,9.08,YE,1689515741
458,mildura,-34.2,142.15,7.21,75,0,2.46,AU,1689515741
459,tolmin,46.183,13.7332,33.82,46,0,2.92,SI,1689515741
460,kirakira,-10.4544,161.9205,25.71,91,100,4.03,SB,1689515741
461,nanyuki,0.0167,37.0728,22.07,46,53,4.51,KE,1689515741
462,ketchikan,55.3422,-131.6461,16.26,88,100,3.09,US,1689515742
463,saudarkrokur,65.7461,-19.6394,8.43,77,54,5.75,IS,1689515742
464,lugovoye,42.9094,72.7178,32.43,22,22,4.26,KZ,1689515742
465,sanming,26.2486,117.6186,26.14,90,96,1.5,CN,1689515742
466,balsas,-7.5325,-46.0356,33.49,25,5,4.65,BR,1689515743
467,nuuk,64.1835,-51.7216,10.34,87,75,2.06,GL,1689515743
468,chiang klang,19.2938,100.8617,24.62,98,100,0.25,TH,1689515743
469,belle fourche,44.6714,-103.8522,24.08,51,25,2.78,US,1689515743
470,pyhajarvi,67.0701,27.2176,22.49,38,73,4.59,FI,1689515743
471,khovd,48.0056,91.6419,25.83,27,0,3.69,MN,1689515744
472,fortuna,40.5982,-124.1573,13.19,95,69,2.35,US,1689515744
473,scottsburg,38.6856,-85.7702,23.77,70,0,0.45,US,1689515744
474,phaltan,17.9833,74.4333,24.23,81,100,4.45,IN,1689515744
475,sillamae,59.3997,27.7547,24.59,44,84,4.58,EE,1689515744
476,araguari,-18.6472,-48.1872,23.16,41,6,3.57,BR,1689515745
477,nelson bay,-32.7167,152.15,15.56,99,51,3.58,AU,1689515745
478,larkird,35.4894,66.6641,26.3,21,0,3.91,AF,1689515745
479,aitape,-3.1374,142.3475,25.75,88,40,1.21,PG,1689515745
480,blythe,33.6103,-114.5964,34.25,31,50,8.23,US,1689515661
481,shingu,33.7333,135.9833,24.15,94,16,3.22,JP,1689515746
482,saddiqabad,28.3062,70.1307,40.95,28,7,5.92,PK,1689515746
483,sahibganj,25.25,87.65,28.86,80,96,4.48,IN,1689515746
484,saint-denis,48.9167,2.3333,25.77,41,75,8.23,FR,1689515746
485,novodvinsk,64.4165,40.8122,23.93,45,36,3.19,RU,1689515747
486,ouesso,1.6136,16.0517,34.48,38,83,0.88,CG,1689515747
487,dzhambeyty,50.2536,52.595,16.73,91,100,9.26,KZ,1689515747
488,balky,47.3834,34.944,27.6,36,1,4.7,UA,1689515748
489,tomah,43.9786,-90.504,20.81,82,0,0.0,US,1689515748
490,opalenica,52.3089,16.4128,29.32,30,15,7.17,PL,1689515370
491,praya,14.9215,-23.5087,30.3,66,20,4.12,CV,1689515748
492,ceeldheer,3.8488,47.1806,27.36,65,71,12.08,SO,1689515748
493,chernyshevskiy,63.0128,112.4714,9.53,64,100,1.44,RU,1689515749
494,pagar alam,-4.0167,103.2667,20.81,98,72,1.25,ID,1689515749
495,nicoya,10.1483,-85.452,27.07,83,27,1.27,CR,1689515749
496,karratha,-20.7377,116.8463,19.9,41,0,2.81,AU,1689515749
497,prudhoe,54.9615,-1.8517,20.63,59,40,11.83,GB,1689515749
498,solikamsk,59.6196,56.7729,23.02,47,22,2.74,RU,1689515750
499,el calafate,-50.3408,-72.2768,-4.2,73,0,2.09,AR,1689515705
500,la sarre,48.8002,-79.1996,20.66,70,5,2.81,CA,1689515609
501,macea,46.3833,21.3,35.02,35,0,2.02,RO,1689515751
502,viedma,-40.8135,-62.9967,8.21,59,42,8.26,AR,1689515602
503,pacific grove,36.6177,-121.9166,25.91,100,40,0.0,US,1689515751
504,binka,21.0333,83.8,27.11,84,97,2.88,IN,1689515751
505,gorontalo,0.5412,123.0595,23.94,94,100,2.15,ID,1689515751
506,myski,53.709,87.8014,17.19,79,100,2.38,RU,1689515752
507,wynyard,-41.0,145.7167,11.13,79,100,4.45,AU,1689515752
508,pathein,16.7833,94.7333,26.44,87,100,2.84,MM,1689515752
509,sola,-13.8833,167.55,25.45,82,71,11.98,VU,1689515753
510,mount isa,-20.7333,139.5,20.87,49,100,2.57,AU,1689515753
511,laojunmiao,39.8333,97.7333,26.18,19,0,3.53,CN,1689515753
512,san luis de la loma,17.2706,-100.8939,28.65,69,73,1.04,MX,1689515753
513,jining,35.405,116.5814,26.51,51,0,2.02,CN,1689515754
514,yuzhno-kurilsk,44.0306,145.8556,13.14,92,100,0.94,RU,1689515754
515,icheon-si,37.2792,127.4425,24.61,100,100,0.51,KR,1689515754
516,sur,22.5667,59.5289,35.04,50,100,2.26,OM,1689515754
517,mount pearl,47.5166,-52.7813,25.25,74,75,4.63,CA,1689515754
518,frontera,26.9333,-101.45,29.07,63,0,0.89,MX,1689515755
519,latehar,23.75,84.5,27.08,84,86,1.02,IN,1689515755
520,antofagasta,-23.65,-70.4,16.6,64,72,1.74,CL,1689515755
521,birjand,32.8663,59.2211,35.26,8,0,12.35,IR,1689515756
522,grants,35.1473,-107.8514,16.13,17,0,0.0,US,1689515756
523,nuku'alofa,-21.1333,-175.2,20.19,83,75,4.63,TO,1689515757
524,fukuecho,32.6881,128.8419,27.01,89,2,6.63,JP,1689515757
525,santana,-0.0583,-51.1817,30.1,74,40,7.2,BR,1689515757
526,santa rosa,14.3122,121.1114,27.28,95,100,2.05,PH,1689515757
527,danilov,58.1908,40.1717,23.34,45,47,2.23,RU,1689515758
528,smiths station,32.5401,-85.0985,26.67,83,75,3.09,US,1689515490
529,altoona,40.5187,-78.3947,22.99,54,99,2.28,US,1689515159
530,abuko,13.4042,-16.6558,31.08,70,75,4.63,GM,1689515758
531,al qusiyah,27.4402,30.8184,42.15,9,0,3.75,EG,1689515758
532,broken hill,-31.95,141.4333,7.74,57,0,3.88,AU,1689515759
533,jumla,29.2747,82.1838,18.53,95,73,1.23,NP,1689515759
534,srivardhan,18.0333,73.0167,26.51,85,100,3.46,IN,1689515759
535,greenville,35.6127,-77.3663,29.01,94,100,3.6,US,1689515590
536,bontang,0.1333,117.5,25.37,85,98,3.77,ID,1689515760
537,vallenar,-28.5708,-70.7581,21.18,12,46,0.79,CL,1689515760
538,puerto escondido,15.85,-97.0667,26.46,78,100,3.09,MX,1689515760
539,voinjama,8.4219,-9.7478,24.9,91,92,1.28,LR,1689515760
540,jalqani,12.4486,34.2186,34.69,31,18,0.64,SD,1689515760
541,oban,56.4127,-5.4706,13.54,94,100,8.75,GB,1689515761
542,goz beida,13.95,20.55,37.46,23,81,1.11,TD,1689515761
543,yola,9.2,12.4833,33.9,55,40,2.57,NG,1689515762
544,luoyang,34.6836,112.4536,28.68,49,0,2.13,CN,1689515762
545,kununurra,-15.7667,128.7333,17.99,82,23,0.0,AU,1689515744
546,lewiston orchards,46.3804,-116.9754,24.95,43,0,0.0,US,1689515763
547,tofol,5.3248,163.0078,28.16,78,100,5.9,FM,1689515763
548,olinda,-8.0089,-34.8553,26.85,74,75,4.12,BR,1689515505
549,itaituba,-4.2761,-55.9836,29.09,79,20,1.03,BR,1689515763
550,lata,40.1629,-8.3327,27.49,39,39,5.26,PT,1689515764
551,modimolle,-24.7,28.4,20.51,20,0,3.79,ZA,1689515764
552,omaruru,-21.4333,15.9333,26.77,10,0,3.74,NA,1689515764
553,lingyuan,41.24,119.4011,20.75,66,1,1.39,CN,1689515765
554,ilhabela,-23.7781,-45.3581,22.63,57,3,1.68,BR,1689515765
555,sinop,41.7711,34.8709,22.38,63,16,3.94,TR,1689515765
